movie_name,year,duration,imdb_rating,vote_count,metascore,storyline,url
Hokum,N/A,1h 41m,7.7,99,79,"A horror writer visits an Irish inn to scatter his parents' ashes, unaware the property is said to be haunted by a witch.",https://www.imdb.com/title/tt35672862/
Whistle,2025,1h 40m,5.2,9.3K,55,"A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",https://www.imdb.com/title/tt29550683/
Demon Slayer: Kimetsu No Yaiba Infinity Castle,2025,2h 35m,8.4,68K,67,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",https://www.imdb.com/title/tt32820897/
Once Upon a Time... in Hollywood,2019,2h 41m,7.6,958K,84,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.",https://www.imdb.com/title/tt7131622/
Nobody,2021,1h 32m,7.4,391K,64,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",https://www.imdb.com/title/tt7888964/
Blade Runner 2049,2017,2h 44m,8.0,750K,81,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",https://www.imdb.com/title/tt1856101/
Eternity,2025,1h 54m,6.9,53K,58,"In an afterlife where souls have one week to decide where to spend eternity, Joan is faced with the impossible choice between the man she spent her life with and her first love, who died young and has waited decades for her to arrive.",https://www.imdb.com/title/tt24950660/
People We Meet on Vacation,2026,1h 57m,6.6,40K,50,"Poppy wants to explore the world and Alex prefers to stay home with a good book, but somehow they are the very best of friends. They live far apart, but for a decade they have spent one week of summer vacation together.",https://www.imdb.com/title/tt22740896/
The Gorge,2025,2h 8m,6.7,168K,57,Two operatives are appointed to posts in guard towers on opposite sides of a classified gorge.,https://www.imdb.com/title/tt13654226/
GoodFellas,1990,2h 25m,8.7,1.4M,92,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",https://www.imdb.com/title/tt0099685/
No Country for Old Men,2007,2h 2m,8.2,1.2M,92,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,https://www.imdb.com/title/tt0477348/
The Devil Wears Prada 2,N/A,2h,N/A,N/A,N/A,"As Miranda Priestly nears retirement, she reunites with Andy Sachs to face off against her former assistant turned rival: Emily Charlton.",https://www.imdb.com/title/tt33612209/
Wicked: For Good,2025,2h 17m,6.6,63K,58,"Elphaba, the future Wicked Witch of the West and her relationship with Glinda, the Good Witch of the North. The second of a two-part feature film adaptation of the Broadway musical.",https://www.imdb.com/title/tt19847976/
The Wolf of Wall Street,2013,3h,8.2,1.8M,75,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",https://www.imdb.com/title/tt0993846/
Heat,1995,2h 50m,8.3,799K,76,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,https://www.imdb.com/title/tt0113277/
Anatomy of a Fall,2023,2h 31m,7.6,209K,86,A woman is suspected of murder after her husband's death; their half-blind son faces a moral dilemma as the main witness.,https://www.imdb.com/title/tt17009710/
Sirāt,2025,1h 54m,7.0,29K,84,"A father, accompanied by his son, goes looking for his missing daughter in North Africa.",https://www.imdb.com/title/tt32298285/
The Long Walk,2025,1h 48m,6.7,108K,71,"A group of teenage boys compete in an annual contest known as ""The Long Walk,"" in which they must maintain a certain walking speed or get shot.",https://www.imdb.com/title/tt10374610/
Mission: Impossible - The Final Reckoning,2025,2h 49m,7.1,225K,67,"Hunt and the IMF pursue a dangerous AI called the Entity that's infiltrated global intelligence. With governments and a figure from his past in pursuit, Hunt races to stop it from forever changing the world.",https://www.imdb.com/title/tt9603208/
The Sheep Detectives,N/A,1h 49m,N/A,N/A,N/A,"Every night a shepherd reads aloud a murder mystery, pretending his sheep can understand. When he is found dead, the sheep realize at once that it was a murder and think they know everything about how to go about solving it.",https://www.imdb.com/title/tt32565993/
Anniversary,2025,1h 51m,6.7,11K,57,"A provocative thriller about a very close-knit family that is torn apart as a new movement, ""The Change,"" envelops the country.",https://www.imdb.com/title/tt12583926/
Masters of the Universe,N/A,N/A,N/A,N/A,N/A,"A young man on Earth discovers a fabulous secret legacy as the prince of an alien planet, and must recover a magic sword and return home to protect his kingdom.",https://www.imdb.com/title/tt0427340/
Pillion,2025,1h 46m,6.9,14K,85,"A directionless man is swept off his feet when an enigmatic, impossibly handsome biker takes him on as his submissive.",https://www.imdb.com/title/tt32321317/
The Notebook,2004,2h 3m,7.8,686K,53,An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,https://www.imdb.com/title/tt0332280/
Schindler's List,1993,3h 15m,9.0,1.6M,95,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",https://www.imdb.com/title/tt0108052/
Nirvanna the Band the Show the Movie,2025,1h 40m,8.1,5K,78,"When their plan to book a show at the Rivoli goes horribly wrong, Matt and Jay accidentally travel back to the year 2008.",https://www.imdb.com/title/tt35522483/
Top Gun: Maverick,2022,2h 10m,8.2,853K,78,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",https://www.imdb.com/title/tt1745960/
Django Unchained,2012,2h 45m,8.5,1.9M,81,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",https://www.imdb.com/title/tt1853728/
The Green Mile,1999,3h 9m,8.6,1.6M,61,A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,https://www.imdb.com/title/tt0120689/
Whiplash,2014,1h 46m,8.5,1.1M,89,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,https://www.imdb.com/title/tt2582802/
Shutter Island,2010,2h 18m,8.2,1.6M,63,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,https://www.imdb.com/title/tt1130884/
Scary Movie,N/A,N/A,N/A,N/A,N/A,"Two friends find themselves caught up in mayhem involving killers, monsters and supernatural creatures once again.",https://www.imdb.com/title/tt32093575/
Gladiator,2000,2h 35m,8.5,1.8M,67,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,https://www.imdb.com/title/tt0172495/
Outcome,N/A,1h 23m,N/A,N/A,N/A,Follows Hollywood star Reef as he is forced to confront his problems and atone for his past after being threatened by a bizarre video footage from his past.,https://www.imdb.com/title/tt23724682/
Refuge,2026,1h 27m,4.7,234,N/A,"Four estranged friends reunite on a fishing trip to mend their fractured bonds, only to be torn apart when one, a desperate father, accuses one of them of being connected to his daughter's disappearance.",https://www.imdb.com/title/tt32810474/
Sisu,2022,1h 31m,6.9,120K,70,"When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, German soldiers led by a brutal SS officer battle him.",https://www.imdb.com/title/tt14846026/
The Bad Guys 2,2025,1h 44m,7.0,27K,64,"The Bad Guys are struggling to find trust and acceptance in their newly minted lives as Good Guys, when they are pulled out of retirement and forced to do ""one last job"" by an all-female squad of criminals.",https://www.imdb.com/title/tt30017619/
La La Land,2016,2h 8m,8.0,758K,94,"When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.",https://www.imdb.com/title/tt3783958/
The Usual Suspects,1995,1h 46m,8.5,1.2M,76,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,https://www.imdb.com/title/tt0114814/
The Cure,2026,1h 31m,4.6,512,N/A,"Ally Braun, a 16-year-old adopted girl with a mysterious illness, discovers her biotech billionaire parents are harvesting her blood for sinister reasons.",https://www.imdb.com/title/tt26470786/
The Menu,2022,1h 47m,7.2,495K,71,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",https://www.imdb.com/title/tt9764362/
The Matrix,1999,2h 16m,8.7,2.2M,73,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",https://www.imdb.com/title/tt0133093/
The Lord of the Rings: The Hunt for Gollum,N/A,N/A,N/A,N/A,N/A,"Aragorn's quest to capture Gollum between The Hobbit and Fellowship of the Ring, tracking him to keep the Ring's location from Sauron. The film explores Aragorn's early adventures as a ranger.",https://www.imdb.com/title/tt32328070/
The Mummy,1999,2h 4m,7.1,500K,48,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",https://www.imdb.com/title/tt0120616/
The Mission,1986,2h 5m,7.4,71K,55,Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.,https://www.imdb.com/title/tt0091530/
Pirates of the Caribbean: The Curse of the Black Pearl,2003,2h 23m,8.1,1.3M,63,An intrepid blacksmith teams up with an eccentric pirate captain to save his love from an undead pirate crew.,https://www.imdb.com/title/tt0325980/
The Ministry of Ungentlemanly Warfare,2024,2h 2m,6.8,156K,55,The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.,https://www.imdb.com/title/tt5177120/
The Life of Chuck,2024,1h 51m,7.3,66K,67,"A life-affirming, genre-bending story about three chapters in the life of an ordinary man named Charles Krantz.",https://www.imdb.com/title/tt12908150/
Spider-Man: Across the Spider-Verse,2023,2h 20m,8.5,517K,86,"Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",https://www.imdb.com/title/tt9362722/
12 Angry Men,1957,1h 36m,9.0,980K,97,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,https://www.imdb.com/title/tt0050083/
Sicario,2015,2h 1m,7.7,536K,82,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,https://www.imdb.com/title/tt3397884/
